t	desired	actual	limit	b-cast	f-avg	f-sdev	f-g0	f-g1	f-g2	f-g3	f-g4	f-g5	f-g6	f-g7	f-g8	f-g9	d-g0	g0	d-g1	g1	d-g2	g2	d-g3	g3	d-g4	g4	d-g5	g5	d-g6	g6	d-g7	g7	d-g8	g8	d-g9	g9	
741	510	510	 600	6	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	67	67	61	61	46	46	50	50	60	60	41	41	61	61	47	47	38	38	39	39	
742	500	500	 600	3	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	67	67	46	46	55	55	50	50	71	71	38	38	58	58	40	40	28	28	47	47	
743	494	494	 600	4	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	56	56	49	49	57	57	55	55	57	57	50	50	76	76	26	26	22	22	46	46	
744	486	486	 600	8	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	71	71	34	34	65	65	39	39	62	62	49	49	44	44	48	48	36	36	38	38	
745	478	478	 600	5	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	64	64	31	31	60	60	63	63	58	58	47	47	45	45	43	43	38	38	29	29	
746	482	482	 600	6	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	68	68	36	36	61	61	47	47	61	61	50	50	51	51	41	41	17	17	50	50	
747	513	513	 600	1	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	68	68	33	33	57	57	53	53	72	72	44	44	60	60	45	45	38	38	43	43	
748	446	446	 600	4	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	59	59	52	52	23	23	47	47	45	45	46	46	56	56	46	46	16	16	56	56	
749	518	518	 600	5	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	74	74	35	35	42	42	45	45	75	75	38	38	78	78	58	58	23	23	50	50	
750	460	460	 600	4	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	50	50	48	48	50	50	38	38	71	71	40	40	59	59	38	38	34	34	32	32	
751	508	508	 600	3	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	58	58	45	45	47	47	36	36	68	68	60	60	51	51	61	61	36	36	46	46	
752	450	450	 600	4	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	62	62	37	37	50	50	25	25	58	58	47	47	47	47	41	41	37	37	46	46	
753	500	500	 600	3	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	74	74	52	52	60	60	36	36	58	58	43	43	66	66	43	43	18	18	50	50	
